Comment,Likes,Time,Author
lah ngapain? nggak ada yang didapet,0,2 bulan yang lalu,@thefounderking
"nangkep teroris itu memang tugasnya lembaga kepolision, gebleg. yang berhubungan sama masyarakat sipil itu tugas polisi. tentara kalau hubungannya sama keamanan dan kestabilan negara.",0,2 bulan yang lalu,@thefounderking
prabowo antek asing.,0,2 bulan yang lalu,@thefounderking
itu bukan tugas tni. tni fokus ke masalah keamanan dan kestabilan negara dari serangan luar. masalah sipil fokus diselesaikan oleh sipil. jangan dicampur2. dan koruptor itu bisa dengan gampang mengendalikan tni buat ngelindungin mereka. jangan gebleg jadi orang.,0,2 bulan yang lalu,@thefounderking
@thefounderking  masalahnya sipil Indonesia sudah sangat hancur . Sekarang gua tanya ke kamu kamu KLO janji dtng jam 4 apakah akan tepat jam 4?,1,2 bulan yang lalu,@iqbalrahman2961
@thefounderking  masalah besar dtng hari hal yg kecil simpel.,1,2 bulan yang lalu,@iqbalrahman2961
@thefounderking  sipil di selesaikan sipil??? Ketika anda kehilangan uang 500rb anda lapor ke polisi apakah akan digubris??,1,2 bulan yang lalu,@iqbalrahman2961
@thefounderking  meskipun ada upaya pembenahan untuk lembaga sipil namun KLO SDM nya saja sudah rusak secara moral dan prinsip apa gunanya sistem itu ???ga akan jalan kecuali dgn SDM yg mumpuni . TNI akan melindungi korup tentu bisa namun mereka ada yang namanya hukum militer yg sangat ketat dan yg kdua sipil bisa dibeli oleh pembisnis sedangkan pembisnis bila ingin membeli militer harus berfikir 2x karna SDM militer tentu lebih punya prinsip dr pada sipil semua nya hanya karna masalah kecil yaitu prinsip yg sudah rusak dalam masyarakat kita.,1,2 bulan yang lalu,@iqbalrahman2961
" @thefounderking  contohnya saja dari anda , yang menggunakan kata2 kasar padahal saya tidak pernah menyinggung anda sebelumnya bisa terlihat bukan bahwa SDM kita sudah rusak termasuk anda.",1,2 bulan yang lalu,@iqbalrahman2961
 @iqbalrahman2961  ya itu masalah polisinya! demo itu polisinya! kok malah nyambung kesana argumennya?,0,2 bulan yang lalu,@thefounderking
 @iqbalrahman2961  lah kok malah nyambung kesana? lu ngerti nggak masalah militer masuk ke ranah sipil? argumen nggak nyambung. dan stop ngelike komen lu sendiri. norak.,0,2 bulan yang lalu,@thefounderking
 @iqbalrahman2961  argumen nggak nyambung. yang penting komen. mental sdm rendah. kasar bagaima? bilang norak kasar? mental lemah.,0,2 bulan yang lalu,@thefounderking
@thefounderking  coba pikirkan lagi dan pahami lebih dalam kenapa malahh nyambung kesana (kehidupan masyarakat)mulai dlu berfikir dari hal yang kecil baru kamu tau kenapa harus begitu .,0,2 bulan yang lalu,@iqbalrahman2961
@thefounderking  bahkan anda tidak merasa bersalah melakukan komentar kasar seperti ini . Benar2 prinsip bermasyarakat kita sudah hancur sekarang anda yang bukan siapa2 saja membiasakan mencaci dan menggertak orang apalagi bila anda mempunyai kesempatan untuk menjadi pejabat sipil mungkin bukan hanya mencaci dan berkata kasar di komentar yt anda mungkin lebih keji dr pada pejabat sipil yg sekarang itulah yang saya maksud.,1,2 bulan yang lalu,@iqbalrahman2961
"@thefounderking  bahkan anda yang masih level teri pun sudah biasa tidak mengetahui kesalahan anda apalagi orang2 sipil yang sudah menjadi pejabat mereka mungkin dengan suka hati dan ria melakukan korupsi ketika mereka di tangkap mereka akan kong kalikong dgn jaksa yang sifat dan karakternya tidak beda jauh dgn anda dan akhirnya si koruptor hanya di tahan 6 tahun namun orng2 menginginkan ruu anti korup di sahkan memang itu jalan yang baik namun itu hanya jangka pendek bila ruu korup disahkan siapa yang akan paling takut?? Tentu para pembisnis dan pejabat korup lalu apa yang mereka lakukan?? Melakukan loby ke pejabat2 pengadilan ,dpr dan penegak hukum sipil polisi ,ckarna polisi tidak mempunyai pengadilan mereka sendiri jadi ketika mereka bersalah tentu mereka bisa dengan mudah lepas . Pada akhirnya ruu korup tidak berjalan efektif hanya formalitas di luar namun di dalam siapa yang tau?? Apakah aset mereka benar2 disita atau hanya publik action saja satu2 nya lembaga yang sulit dibeli yaitu militer . Dengan kehadiran militer supermasi pengadilan sipil dan polisi akan lebih rendah dan dapat dikendalikan sehingga ruu penyitaan aset koruptor akan lebih efektif dan efisien . Namun bagaiman bila TNI melakukan koruptor?? Tentu mereka punya hukum militer yang lebih disiplin seperti bisa dihkum mati ditempat dan penjara seumur hidup dll.",1,2 bulan yang lalu,@iqbalrahman2961
"OMON ompn udah pikun wakil planga plongo,memalukan",0,2 bulan yang lalu,@kluangparade3034
Ok sekarang jogedd ... Ok gas ok gasss 😂 cie kepreng lagii,0,2 bulan yang lalu,@zakicaplin2899
UU TNI MODUS TITIPAN,0,2 bulan yang lalu,@suparminjombang
Ruu baru dimunculakn untuk mengecok/ pengalihan isu Mega korupsi😂,0,2 bulan yang lalu,@vixionbali5144
"Dalam kehidupan sosial, dimana yg kaya semakin kaya, yg miskin semakin miskin dipastikan di sana ada keserakahan. Pemerintah menata kehidupan sosial mjd lebih baik.",0,2 bulan yang lalu,@sisimawarbiru7687
Misal oknum TNI yg menjabat di suatu instansi Korupsi siapa yg menylidiki sedangkan yg bisa netapin tersangka hanya instansi Mereka,0,2 bulan yang lalu,@yukuwibowo2109
Ok gas Ok gas,0,2 bulan yang lalu,@GagalFokus
TDK z 7 dgn revisi  UUD TNI,0,2 bulan yang lalu,@RokxsySentani
NEGARA INI AKAN HANCUR KARNA MASYARAKAT NYA SENDIRI,1,2 bulan yang lalu,@apinchannel9139
"Tapi kalian Jng lupa, Jng lewatkan tindakan2 supersib dari anggota kepolisian terutama brimob, yg justru kerjanya bukan jaga keamanan ma syarat tapi menjaga dan melindungi para konglomerat yg menipu dan mm keras tanah2 rakyat. Itu juga harus diambil sikap. Dan jadi perhatian.",0,2 bulan yang lalu,@kabaruddin1236
"Stabilitas keamanan kita
Berada di TNI...jadi kekuatan
Untuk ancaman Luar & dlm
Bila timbul maka TNN hrs kuat bersiap pengamanan negara.",1,2 bulan yang lalu,@muklasherman6065
"TNI di buat untuk alat perang, bagus perang aja deh",0,2 bulan yang lalu,@Pedefish
"Beda dengan militer amerika, klo militer amerika tida mau ikut campur urusan sipil👍👍.. Militer Indonesia Sudah mulai menjajah warga sipil👎👎",0,2 bulan yang lalu,@akuaku3544
Sudah tidak demokrasi lagi dong negara ini.,0,2 bulan yang lalu,@slametrifai5558
Apa keberhasilan presiden dari sipil?,0,2 bulan yang lalu,@628cipe
Bubarkan DPR,0,2 bulan yang lalu,@Orys-15
"Berarti sudah jelas kan kalo smua demo masalah UU TNI adalah permainan elit politik sipil dan di gerakan oleh elit politik sipil kwatir gak kebagian jabatan dan tidak bebas melakukan korupsi,,, karna slama ini yg di jabat oleh sipil cenderung melakukan korupsi",1,2 bulan yang lalu,@IsmadiSafar
Kita lihat jaman pak harto sunggu indah🎉❤,0,2 bulan yang lalu,@ahmadbuyung2005
Hapus parpol dan pikir sendiri kenapa😂,0,2 bulan yang lalu,@arisrestuawan7633
Gue sebagai rakyat santai saja yg penting pemerintah aman sembako lebaran ini aman,1,2 bulan yang lalu,@MarufJamar-y3k
Di saat prabowo menjadi presiden. Indonesia makin hancur hancur hancur....,0,2 bulan yang lalu,@SuperManDisitu
Aku tim yang menentang,1,2 bulan yang lalu,@hastipratiwi6122
Saya menolak UU TNI dan saya tidak percaya omongan orang yg ngaku ngaku ketua DPR mereka bukan wakil rakyat....!,0,2 bulan yang lalu,@Yeyet-wd1ef
Kalo saya yg penting negara aman🎉mudah mecari pekerjaan🎉sandang pangan terjangkau🎉🎉seperti jaman pak harto🎉sekarang masuk kerja ajah sulit🎉ada ung admin segala🎉kontrak 2 bulan🎉bravo prabowo🎉🎉habisi koruptor dan preman2 berdasi🎉,1,2 bulan yang lalu,@ahmadbuyung2005
DAMPAK UNTUK MASYARAKAT BIASA SAJA.....DAMPAK NYA PALING BESAR AKAN DI ALAMI PARA ORANG KAYA YANG BIASA KONG KALIKONG SAMA PEJABAT SIPIL......,1,2 bulan yang lalu,@aangkurniawan2774
Siap2 asing untuk menikmati indonesia yg pecah belah. Habis NKRI menjadi bamyak negara,0,2 bulan yang lalu,@AyuFatmawati-p1v
Udah jogetin aja ..nikmatin aja oke gas oke gas,0,2 bulan yang lalu,@NtiezContak-f9k
yg penting tidak diurus serperti UU perampasan aset dan memiskinkan koruptor  krn ini sgt urgensi,0,2 bulan yang lalu,@angelwings6001
"Aku sih ikut arus aja lah,, percuma juga rakyat teriak sampe muntah darah sekalipun, mereka gak bakalan dengar juga..",0,2 bulan yang lalu,@rendywanara533
Lo maunya presiden dari sipil dua periode kerkuasa sipil kaum intletual keluaran kampus malah jadi biangnya koruptor. Negara dikuasai para koruptor ga ada rakyat jelata jadi,0,2 bulan yang lalu,@IbuRumiyah-c5v
Mantappp Hidup Prabowo......Lebih Baik TNI yg Di Atas Dari Pada Polisi....Karna Polisi Sekrang Terlalu Banyak Oknumnya Mentang2 Pakai Seragam Coklat Anti Hukum Akhirnya Di Buat Semena2 Dan Di Buat Merampok Serta Memeras Rakyat Kecil,0,2 bulan yang lalu,@syariahjaya0074
"Saya setuju revisi UU TNI. Sipil korupsinya setelah era orde baru lebih parah, vertikal dan horisontal korupsinya. Yg rusak bukan cuma negara, tapi rakyat juga lebih rusak. Dulu jaman Soeharto masih bisa nikmati beras dan BBM murah, tapi sekarang semua habis dikorupsi. Semoga dengan di sah kan nya UU TNI, para koruptor habis dibantai, sedangkan rakyat tenang bertani, beternak, dan berkebun. Amiin...",0,2 bulan yang lalu,@indonesia_pusaka70
Sipil terlalu banyak korupsi..rakus semua...lebih aman kalo militer yg jd pemimpin ❤❤❤,0,2 bulan yang lalu,@togel2023
"Belum setahun menjabat udah ngehancurin negara aja,nyawa rakyat melayang di tukar medali kehormatan sultan Johor 
Good job Indonesia, welcome back krisis 1998",0,2 bulan yang lalu,@IbnuAmirudin-hl2br
Hadehhh negara amburadul kusut benang,0,2 bulan yang lalu,@Gassja
Wtf😢,0,2 bulan yang lalu (diedit),@Fatimx1l
"Yang di mintak rakyat ruu perampasan aset, dan uang sitaan buat negara  agar rakyat yang kekurangan menjadi sejahtera.",0,2 bulan yang lalu,@etiknur4956
Ini siapa yg punya ide beginih,0,2 bulan yang lalu,@bebengunawan770
"kalo uu tni di sahkan ,, koruptor ketakutan",0,2 bulan yang lalu,@sugiantomojokerto.jatim.6423
"sy sebagai ormas kurang setuju,, karna lawan kami bukan rakyat sipil lagi, tp TNI.. ehehe",0,2 bulan yang lalu,@qingqongclothing1997
YES,0,2 bulan yang lalu,@dtaurus3379
biasa bagaimana? pekerjaan masyarakat sipil direbut sama militer. militer masuk ranah sipil ya jelas bebas pakai kekerasan militer. dan masyarakat militer ini bisa dikendalikan oleh pejabat korup buat ngelindungin diri mereka. masyarakat yang sengsara. pejabat tetep ngakak dilindungin militer.,0,2 bulan yang lalu,@thefounderking
​ @thefounderking  UU TNI tidak berdampak langsung pada rakyat sipil tapi lebih kepada Pegawai Negeri Sipil yang pulang kerja saat jam makan siang,0,2 bulan yang lalu,@dtaurus3379
Mungkin baiknya diterapkan.. ditengah Supremasi Sipil yg Sdh mulai keblalasan..lihat saja sekarang apakah tingkat kepercayaan Masyarakat thdp kinerja aparat penegak baik ?? ..,0,2 bulan yang lalu,@FajarFajar-gu4yg
"ini yang dibilang soekarno. musuh anak cucunya adalah bangsa sendiri.
woilah malah TNI yang jadi provokator & pemecah belah rek 😂😂😂",0,2 bulan yang lalu,@nicolasdeni
Lebih baik fokus ke undang2 memiskinkan dan perampasan aset .. koruptor lebih baik ...,0,2 bulan yang lalu,@cb150xadventures.bpp.chapter
salam literasi,0,2 bulan yang lalu,@desvayudafandriyansyah9271
"Rindu jaman SBY, tetap netral semuanya",0,2 bulan yang lalu,@helmiakbar639
Sah kan uud korupsi hukum mati,0,2 bulan yang lalu,@Bangoroster-s9u
lama - lama mirip KORUT,0,2 bulan yang lalu,@omonomongeden
"Kemungkinan Daripada demo terprofokasi segelintir orang dan uang tentang RUU TNI...
Mending demo UU Perampasan Aset Koruptor tuh",1,2 bulan yang lalu (diedit),@pastiCH
saya sebagai Rakyat Juga Sangat SETUJU terhadap Program Pak President PRABOWO. Kalau tidak Begitu Semakin Banyak saja Prilaku ASN yg Pandai Bervocal Di Publik. Pada dasarnya MAKAN uang HAK Siswa juga. Uang Siswa saja Di Makan. Sampai adik saya Terputus sekolah. Apa itu yg di Sebut GURU tanpa Tanda JASA. PREEEEEEEEEET.,0,2 bulan yang lalu,@kariyadibajoel2296
Biasaaaa KLO perang yg maju duluan rakyat semesta... Tentara belakangan 😅😮,0,2 bulan yang lalu,@domidev99
"lanjutkan kan saya setuju 
yg tidak setuju otak nya ngk nyampek 😂",0,2 bulan yang lalu,@jefrianto-x8p
"soalnya Sampai Sekarang GURUUUU Sekolah di Desa saya saja Pada Korupsi. adik Ipar saya 2 Laki-Laki sampai Terputus Sekolah Karena Biaya, Buku Tabungan, ATM, yg dapat Dari Pemerintah Di Tahan Oleh GURUUUU. Emangnya seragam Gratisss, Sepatu Gratiss, Buat makan saja Kami Susah, Apalagi Buat Sekolah. Coba Di Survey Sekolahan Di Tempat saya. SDN.PONDOK PANJANG Didesa Nangkub. Kecamatan CIHARA. Kabupaten LEBAK -BANTEN. kalau Para Ortu Murid Menanyakan Masalah Bantuan Siswa. Selalu di oper-oper disuruh tanya ke guru sana - Sini. ujung2nya Mereka Seperti Kelompok Korupsi yang Terstruktur.",0,2 bulan yang lalu,@kariyadibajoel2296
Presiden bertindak orang. DPR  rencana dpr jabatan nya lebih  tinggi  bisa pecat tidak mendukung aset perampasan  korupsi itu dalangnya tidak mau mengesahkan. Ruu tersebut,0,2 bulan yang lalu,@RuriIrawati-pq2dk
"GAK NAMPAK SAMA SEKALI...
YG PENTING EKONOMI ENAK....SEMBAKO TIDAK MAHAL/MURAH.",0,2 bulan yang lalu (diedit),@Herwan509Ones
"kalau Para TNI di sebar di Kawasan Masyarakat Sipil yg Jelas Para Koruptor pada Teriak Teriak. Karena Semua Anggaran Bisa di awasi oleh TNI. Makanya yang pada Gak Setuju Berarti sudah ad Niat Buat Menyelewengkan Anggaran Negara (KORUPSI). Coba Dipikir Kembali Sebelum Berdemo. Kecuali Mahasewa sdh Jelas di Bayar. Saya Sebagai Rakyat Biasa Senang Bila TNI Banyak di Kawasan Sipil. Justru Lebih Aman, Karena mempersempit Kriminal.",0,2 bulan yang lalu,@kariyadibajoel2296
TNI ❤ Pertahanan  harus kuat👍🏻👍🏻,2,2 bulan yang lalu,@TikTik-s3x
Saya kasimasuksn kalaubisa 2 jabatan sipil yang akan diisi ole TNI itu dati Lembaka intitusi dr tingkat Mentri utk.pembersntas korupsi  karni dipil tifdkmungkin korupsi   hilang  dari Negara ini.harus dari TNI. Idonesia bisa bebas korupsi ditahun 2030,0,2 bulan yang lalu,@KianAnabel
Puan maharani takut krn dia terancam asetnya2 nya di sita😂,0,2 bulan yang lalu,@dibyonojepara4795
Nda usah takut sama TNI kalau TNI macem2 ya mari rakyat bergerak kalaupun rakyat mau perang ya perangkah sama TNI,0,2 bulan yang lalu,@dibyonojepara4795
Dampak untuk warga sipil ya bertambahnya pengangguran dan semakin sempit untuk orang sipil,0,2 bulan yang lalu,@dibyonojepara4795
Terserah wowo aja orang presiden omon2,0,2 bulan yang lalu,@surososp4822
"Revisi UU TNI mempersulit untuk korupsi, karna di setiap bidang di tempatkan pengawas dari TNI
😂😅",3,2 bulan yang lalu,@IrwanS-s8x
"Klo aku sih setuju aja, bahkan misal setiap kades² diganti aparat TNI juga tidak menjadi masalah buat warga biasa seperti kami.
Biar tuh dana desa gak ada lagi yg di jadikan ladang korupsi aparat desa.

Paling tidak setiap anggota TNI memiliki komitmen untuk rakyat indonesia.",0,2 bulan yang lalu,@yokozuki_Official
Seberapa urgent dibanding uu kesejahteraan rakyat yg banting tulang bayar pajak ??,0,2 bulan yang lalu,@aceais6613
BAGUSLAH SIPIL DAN POLIZI SSUDAH PARAH BGT,0,2 bulan yang lalu,@fadilasomad610
"Kalau mau selamat, resepnya 1 wo. Tangkap jokowi dan penjarakan. Cumaan itu yang bisa membuat kamu selamat wo bowo.",0,2 bulan yang lalu,@azierizvi
Sipil malah lebih berani dan lebih jago maling duit rakyat drpd yg dr TNI... Itu kenyataannya.. 😂...,0,2 bulan yang lalu,@bondancahyowibowo358
"Kalo membatasi, sebelum revisi pun sudah terbatas bung. Lebih baik ditarik",0,2 bulan yang lalu,@nzm_f6425
KALAU MENETAPKAN UUD PERAMPASAN ASET KORUPTOR KIRA DPR SAMA PRESIDEN BERANI GA YA ..,0,2 bulan yang lalu,@YondrizalYondrizal-q4i
"Aneh.. heran.. tiap ada kebijakan dari Pemerintah dan DPR.. pasti ribut, demo.. bantah2an.. 
Yg merasa ga diundang atau diikutkan ttg pembahasan UU trus protes, para pengamat kritik sana sini seolah paling tau dan paling benar.. 
Woooiiii.. coba sedikit ngerem.. lihat dan cermati dulu manfaat dan mudaratnya utk seluruh masyarakat seluruh golongan dan kelas sosial.
Ini tdk... krn kelompok dan golongan tertentu merasa dirugikan trus.. bayar dan ajak mahasewa demo..
Hadeehhh. . . Bakayaro",0,2 bulan yang lalu,@rozakgustiawan1521
Nggak ngaruh sih.,0,2 bulan yang lalu,@cempakaria1354
Apapun hasilnya kita Terima dengan lapang dada karena iti sudah pilihan rakyat.,0,2 bulan yang lalu,@andyaaron3667
"Kira2 tni yang bekerja sebagai sipil kalau korupsi masuk dimana ya kak?
Mohon Bantuannya Menjawab Ya Kak?",0,2 bulan yang lalu,@sayappatah-p6n
kepentingan sepihak dalam upaya paregreg adanya,0,2 bulan yang lalu,@andikwardoyo6759
Skrg Rakyat memerankan peran Musuh bagi TNI.,0,2 bulan yang lalu,@taxbrandon7360
"Yg jelas koruptor ktakutan,,,, dan mafia mafia berdasi panik,,,",0,2 bulan yang lalu,@aryasatyabagas1993
"Toh presiden masih dipilih rakyat sipil, demokrasi sipil mana yang terganggu. Kemeterian2 itu yang menurutnya penting dalam koordinasi bagi keamanan negara.",0,2 bulan yang lalu,@DieBrother
"Kenyataannya tatanan sosial lebih merasa aman, tentram bersama TNI, bukan bersama polisi.",0,2 bulan yang lalu,@DieBrother
"Yg di ubah itu uud pengadilan tni dialihkan ke umum bukan pengadilan militer ,enaknya kita apakan ni DPR y juuu 😬",0,2 bulan yang lalu,@RohMat-b2f
Halaahhh....negara ini selama reformasi dipegang sipil jauh lebih buruk katimbang jaman orba,0,2 bulan yang lalu,@bambangiryanto2793
"mau sipil mau militer, saya pribadi udah skeptis sama bangsa ini, bahkan dari segala hal udah gaada yg bisa diandalkan, satu2nya cara yg bisa saya lakukan yaitu mendidik anak2 saya sebaik mungkin entah ke LN atau gimana tentunya bukan dengan kurikulum yg ada di Indonesia saat ini, biar nggk jadi generasi seperti yg duduk di kursi2 jabatan saat ini",0,2 bulan yang lalu,@ridotabuti6926
"Klo niat dan tujuannya utk mempersulit korupsi, DPR pasti paling depan menolak UU ini.",0,2 bulan yang lalu,@santuyvid5909
"dampaknya adalah warga bukan atm berjalan buat oknum coklat saja tapi oknum hijau juga bisa memanfaatkan fasilitas negara berupa ""rakyat adalah ATM berjalan""",0,2 bulan yang lalu (diedit),@senjuu09
"Ya,,,begini pak prabowo pendidikan orde baru,,,ini akan seperti dulu,,jaman suharto.,",0,2 bulan yang lalu,@mamanaki8946
Tak Masalah Kucing Hitam atau Putih yang penting bisa menangkap Tikus Tikus Koruptor.,1,2 bulan yang lalu,@harisabduldrh9403
Perampasan adet koruptor dari zaman firaun kapan selesai nya ya 😂 kagak di kebut,0,2 bulan yang lalu,@SudarmanDamanik-m3l
Tolong di sahkan uu koruptor dan jangan izinkan jaksa menangkap koruptor apa guna kpk krna jakaa juga banyak yg korup,0,2 bulan yang lalu,@GianAinurrahman
apakah saat ini negara kita perlu demokrasi? amerika akan membantu dengan senang hati,0,2 bulan yang lalu,@nouka72
"Pejuang dahulu berjuang untuk kemerdekaan bangsa rakyat negara , bukan untuk menghadirkan  kekuasaan penjajah maupun pki ,  uang dan kedudukan  telah membuatnya waras dan gila sekalipun  harus  menjual  dirinya sendiri yg tersumpah  manusia tidak bertuhan dan tidak takut kepada Allah swt",0,2 bulan yang lalu,@ytvan0012
kerjaan DPR ini.. DPR mengalihkan isu besar dengan mengorbankan rakyat atau mengadu domba rakyat untuk melindungi kepentingan mereka.... mungkin batu dan molotov itu harusnya ke DPR,0,2 bulan yang lalu,@otakatikmotor4874
Unjuk rasa tu uu perampasan aset tidak d sah kan,0,2 bulan yang lalu,@SuGeng-x4i
Penyesalan terbesar dalam hidupku adalah dukung Prabowo jadi presiden kmrin.,0,2 bulan yang lalu,@sultan_90iwoaoja
"Gak ada,, 
Bohong itu semua,, 
Gak ada masyarakat takut dengan TNI,, 
Masyarakat lebih takut sama polisi, 😏
Yg takut itu para koruptor dan mahasiswa sewaan buat demi oleh PDIP😏😏😤😤😤😤",0,2 bulan yang lalu,@EdwindraAnel
Indonesia Ndak ada kerjaan semakin semerawut MPR DPR di Sanah  itu orang halu semua.....,0,2 bulan yang lalu,@sahidanglear9330
Uu TNI untuk memperkuat NKRI dan PENGHANCUR PARA KORUPTOR DI negeri ini.. yg menolak itu karena mereka belum paham aja.. apa fungsi TNI di negeri ini..,0,2 bulan yang lalu,@ahmadefendi7296
Mungkin akan kembali ke Orde Baru .,0,2 bulan yang lalu,@baguscakra632
Gak ngefek apapun itu bgi rakyat.dardlu kla rakyat kecil hidup dlm kmiskinn.rakyat gpp asal pjabat2 negara bisa hidup mewah,0,2 bulan yang lalu,@ImamSafari-i1s
"Ini bkn jati diri Bpk prabowo, kembali lh ke jati diri bapak prabowo, yg perduli pada rakyat bukan perduli pada institusi tertentu.",0,2 bulan yang lalu,@ChairilmadingMading
Aku yakin jika di adakan pemilu ulang pasti yg milih prabowo sedikit,0,2 bulan yang lalu,@narkopurnomo3463
"Betul kepercayaan publik pada TNI meningkat, tapi ya ngga diaktifkan juga dwifungsi ny dongg",0,2 bulan yang lalu,@agungagungbudi7476
"BRAVO TNI
RAKYAT BERSATU DUKUNG TNI",0,2 bulan yang lalu,@hasannudin5933
"Kesimpulannya,kl presiden skrg tidak percaya dgn pejabat publik...
Sprti DPR,dan pejabat lainnya.",0,2 bulan yang lalu,@danieks2684
Negara ini memang kocak,0,2 bulan yang lalu,@UdinPenyok-o3u
"TIDAK SETUJU REVISI UU TNI!
LAWAN!!!",1,2 bulan yang lalu,@dodidalimunthe24
DPR = DEWAN PENGUASA REZIM,0,2 bulan yang lalu,@AgusSetiawan-jt7dw
Daftar tentara saja semua setelah itu jadi komosaris,0,2 bulan yang lalu,@DokterBakso
"Upaya Distorsi Pemaknaan sesuai selera mainstream Pola Negara Asing,Anda komentar,tidak membaca esensial Prinsipal UUTNI yang baru.",1,2 bulan yang lalu,@EkaSaputra-g8g
BRAVO TNI,0,2 bulan yang lalu,@ALIEL_SHADOW
"2014, 2019 gw dukung wowo, tp kemaren sih ogah, udh aneh",0,2 bulan yang lalu,@andreasthomassimo8198
"1.OTORITER 
2.MERASA DIALAH PEJUAN DN PUNYA NEGRI
3..PREMANISME DN OVER EKTING ..INI BUKAN TNI SAJA .APALAGI HARDER POLISI SAMPAH..",0,2 bulan yang lalu,@lisnalisna4501
Setuju,0,2 bulan yang lalu,@RiskyNorHafifah
Aku cuma orang kecil tapi apakah saat ini negara kita baik2 saja  apakah mungkin spt orba dulu,0,2 bulan yang lalu,@SlametMabeyan
Kalau begitu TNI bisa di guna kan untuk pejabat yg berkuasa.,0,2 bulan yang lalu,@AnuwarId
Yg jadi malsah di negara kita ini koruptor kok malah mlenceng kemana mana goblock,0,2 bulan yang lalu,@AchmadSafiiih
Sifat asli prabowo mulai terbukti arogan otoriter demokrasi dikebiri mulyono dua hhhh,0,2 bulan yang lalu,@SugiAnto-p9k
Rakyat senang berdampingan TNI merasa aman,0,2 bulan yang lalu,@Sarito-o5o
"Tidak ada, krn UU tsb hanya untuk TNI tdk ada hubunganya dng rakyat sipil, org yg demo RUU TNI ini adalah org tolol krn mendapat bayaran mungkin, sementara UU TNI saja mereka tdk tahu isinya apa. 😂😂😂",0,2 bulan yang lalu,@Seri-g2s
Dulu banyak yang bilang di sosmed kalau TNI lebih merakyat..tapi kenapa pas ....ko banyak yg demo???,0,2 bulan yang lalu,@saenakbunksusemar9885
"Akhir2 ini medsos tengah ramai olh penolakan masyarakat akan pajak kendaraan macet 2 taun hapus data+sita.Hal itu tak blh terjadi dikhawatirkan akan menimbulkan cheos antara masyarakat dgn khususnya polisi sbg pelaksana undang2 dan kebijakan pemerintah lainnya..

TNI akan ngisi beberapa jabatan instansi pemerintahan,positipnya banyak,sprti narasi konten video ini. Negatifnya juga ada,pertahanan perbatasan akan keropos krn TNI ditarik kedalam.Namun sy msh percaya pak Prabowo,kesimpulan saat ini""Yang khawatir dan takut berlebihan pada TNI dan Polisi  hanya penjahat dan orang2 yg akan melakukan kejahatan"".",0,2 bulan yang lalu (diedit),@Sabdapalon-h
Setuju tni hebat,0,2 bulan yang lalu,@jalanlicik243
BAGI RAKYAT KECIL UNDANG UNDANG TNI  NGGAK MASALAH CUMA BAGI POLITIKUS BUSUK YANG MERASA TERGANGGU KARENA RAKYAT KECIL NGGAK PERNAH DAPAT MANFAAT UNDANG UNDANG APAPUN SELAIN IKUT SAJA ASAL BAIK YA NGGAK MASALAH,0,2 bulan yang lalu,@BudiSantoso-qw7hb
Kembali lagi di masa orba...,0,2 bulan yang lalu,@rofitayuliawati6873
"Buat kalian kaum 58 % , diminta Pertanggungjawaban atas pilihan kalian 😅",0,2 bulan yang lalu,@andririzal7079
Trauma arogansi TNI jaman ORBA yg saya heran ini DPR sibuk bikin kisruh negara saja apa dia inginkan kolaborasi korupsi dgn tni biar tambah kuat korupnya wah BAHAYA,0,2 bulan yang lalu,@mutmainah918
"Coba dong komen , PRABOWO salah.",0,2 bulan yang lalu,@MrAniRes-Short
Bukan takut SM TNI...rakyat TDK di bebaskan megang senjata. .kalo di bolehkan beli ada ijin di kalangan rakyat seperti di as..mungkin ga masalah.sebsb TNI suka senang wenang SM dgn polisi.kdlo di bolehkan ijin atau di bolehkan juwal beli senjata sperti  di negara negara demokrasi.di indonesia kalo di jinkan rakyat tinggal angkat senjata melawan kesewenangan TNI polri ..wajarlah dia hawatir kdg menyalahkan gunanya ini TNI polri ..itu sj..,0,2 bulan yang lalu,@RahmadJayadi-o5s
"tidak terlalu berdamak. lagipula kementrian yang di isi masih berurusan dengan pertahanan keamanan atau minimal SAR. hanya mahkamah agung saja yang agak laen. cuma yang di harapkan masyarakat saat ini adalah pengesahan RUU perampasan aset korupsi, bukan RUU TNI. menurut pendapat saya RUU TNI bukan sesuatu yang urgent. intinya bisa di sahkan nanti setelah pengesahan RUU tentang korupsi.

1. Kementerian Koordinator Bidang Politik dan Keamanan

2. Kementerian Pertahanan Negara, termasuk Dewan Pertahanan Nasional

3. Kesekretariatan Negara, menangani urusan kesekretariatan presiden dan sekretariat militer presiden

4. Badan Intelijen Negara (BIN)

5. Badan Siber dan/atau Sandi Negara

6. Lembaga Ketahanan Nasional

7. Badan Search and Rescue (SAR) Nasional

8. Badan Narkotika Nasional

9. Badan Nasional Pengelolaan Perbatasan

10. Badan Penanggulangan Bencana

11. Badan Penanggulangan Terorisme

12. Badan Keamanan Laut

13. Kejaksaan Republik Indonesia (Jaksa Agung Muda Bidang Tindak Pidana Militer)

14. Mahkamah Agung",2,2 bulan yang lalu (diedit),@SemangatCerita
Bagus dah rata2 orang msuk TNI d tempa cinta negara sipil yg jdi pejabat mikirin diri sendiri,0,2 bulan yang lalu,@Zevanya-h2p
