author,published_at,updated_at,like_count,text,video_id
@budilarkin1227,2025-06-11T13:56:00Z,2025-06-11T13:56:00Z,0,Emangnya kalo ada/banyak duit harus jalan2/belanja2😂 liburan mah di rumah aja bareng keluarga udah cukup. Kalo jaman lg prihatin ya hidup menyesuaikan ajalah pake liburan yg disalahin😅,qPuDTJhWJxM
@FergusGo888,2025-06-11T11:46:00Z,2025-06-11T11:46:00Z,0,"Konteks stimulus buat yg mau kerja, bukan utk pemalas.. Gtu aj ga bs mikir😅 middle class d hajar abis2an",qPuDTJhWJxM
@anjimukti7268,2025-06-11T11:41:30Z,2025-06-11T11:41:30Z,0,"swasta kebanyakan libur kayak PNS duit dari mana ? Swasta itu keuntunhannya dari produksi barang, bukan kayak PNS atau pejabat yg duitnya dari keringat rakyat (pajak)",qPuDTJhWJxM
@bandorojayafarm6996,2025-06-11T10:54:34Z,2025-06-11T10:54:34Z,0,"Yg untung transportasi,karena kebanyakan pada pulang kampung. Naik kereta,bus, travel.",qPuDTJhWJxM
@chenyroghibatulmaghfiroh2383,2025-06-11T10:30:37Z,2025-06-11T10:30:37Z,0,Bnerr kalau swastaaa potong cuti😢😢,qPuDTJhWJxM
@Strosky,2025-06-11T09:56:04Z,2025-06-11T09:56:04Z,0,BALI= Banyak Libur. DILI= Dikit Dikit.Libur. Banyak libur urusan jasa dll.lelet dan betul produktiditas merosot😊😊😢,qPuDTJhWJxM
@esbonbon6653,2025-06-11T09:49:10Z,2025-06-11T09:49:34Z,0,"ASN yg keenakan kalo cuti bersama....lha wong jam kerja aja suka ngilang ngopi2 ga kerja,gaji utuh ...uang ""sampingan"" ada,bolos kerja gampang...ntar jg di akherat diitung 3:20",qPuDTJhWJxM
@pamansan3309,2025-06-11T08:35:03Z,2025-06-11T08:35:03Z,0,tidak belanja di mall belum tentu karena tak ada duit bisa jadi sekedar survey dan harganya lebih murah online,qPuDTJhWJxM
@dennyload1149,2025-06-11T08:09:38Z,2025-06-11T08:09:38Z,0,"seperti biasa di Indo...... diperlukan ""kajian kajian dan kajian""....siapakan anggaran untuk ""kajian"" ya",qPuDTJhWJxM
@ananoktendra623,2025-06-11T07:39:40Z,2025-06-11T07:39:40Z,0,Benar.. libu kmrn cuti bersama idul adha smp senin. Sepi gk ada org rekreasi. Gk efisien,qPuDTJhWJxM
@bejomobil9,2025-06-11T07:09:17Z,2025-06-11T07:09:17Z,0,Benar....,qPuDTJhWJxM
@davidjoe.88,2025-06-11T06:59:59Z,2025-06-11T06:59:59Z,0,"Memang sudah jadi takdir utk menjadi negara terbelakang, mana ada banyak libur jd maju.",qPuDTJhWJxM
@nysaalmeera575,2025-06-11T05:58:31Z,2025-06-11T05:58:31Z,0,ya betul percuma libur panjang kalau gak punya duit!! apalagi yg kerja gajinya harian..,qPuDTJhWJxM
@rikndk,2025-06-11T05:39:59Z,2025-06-11T05:39:59Z,0,"libur itu hanya di nikmati ASN, swasta potong cuti, kacau memang",qPuDTJhWJxM
@los1h293,2025-06-11T04:08:53Z,2025-06-11T04:08:53Z,0,"ya betul , kalau libur panjang , yang kaya kaya malah libur keluar negeri ,,, malay , thai , sg dan sekitar.....beberapa teman saya sering begitu .......",qPuDTJhWJxM
@los1h293,2025-06-11T04:06:35Z,2025-06-11T04:06:35Z,0,"saya pedagang online ,,,,jujur kalau sekarang ilbur panjang , penjualan menurun ....saya tidak tau mengapa , mungkin pada jalan jalan kali , hehehe",qPuDTJhWJxM
@mangGobed,2025-06-11T03:47:45Z,2025-06-11T03:47:45Z,0,Urgensinya apa pejabat pemerintah sampe harus nambah libur dg cuti bersama ? Makan gaji buta doang udah libur malah nambah..  Lbur buat sekelompok orang doang... pejabat dan ASN doang,qPuDTJhWJxM
@saddamlubis3214,2025-06-11T03:44:21Z,2025-06-11T03:44:21Z,0,"Kebanyakan libur, gk produktif",qPuDTJhWJxM
@saddamlubis3214,2025-06-11T03:44:12Z,2025-06-11T03:44:12Z,0,"Kebanyakan libur, gk produktif",qPuDTJhWJxM
@heriantomarwan9203,2025-06-11T03:39:16Z,2025-06-11T03:39:16Z,0,"Kalo bisa libur nya jgn pakai cuti bersama,, yg enak itu asn - kita mau urus doc aja harus nuunggu cuti bersama nya selesai.. seperti tgl 9 juni,, seharus nya udah kerja normal",qPuDTJhWJxM
@bangunwindiarto287,2025-06-11T03:17:51Z,2025-06-11T03:17:51Z,0,"Naik kelas dulu baru libur akan bisa bermakna buat masyarakat, sudah 79 Tahun merdeka tapi gaji UMR terendah kelima di asteng jadi yang menikmati libur bisa jalan, belanja di mall, bahkan keluar negri ya pejabat (ASN gol tertentu ), legislatif (DPR), pengusaha2, sementara yang buruh, buruh harian, masyarakat kebanyakan ya gak ada artinya libur panjang ( long weekend),",qPuDTJhWJxM
@IwanSetiawan-hz9rt,2025-06-11T03:10:54Z,2025-06-11T03:10:54Z,0,"Libur itu harusnya 
Sabtu minggu
Tgl merah hari raya 
Hari besar,
Ga usah ada cuti beresama 
Jadi libur nya panjang
Contoh 
T4 kerja sy bertetangga dgn kantor BUMN, kadang ada orang yg ingin berurusan dgn kantor tersebut tp mlh tutup pada hal bukan tgl merah, hari senin pula, kasihan kan org mau urus ini itu tp mlh tutup padahal sngt penting, mo tau?
Ya BANK,",qPuDTJhWJxM
@StarGate960,2025-06-11T02:36:52Z,2025-06-11T02:36:52Z,0,"Bukan libur banyak atau sedikit, tapi proporsional dan rasional

Dan disertai peningkatan signifikan gaji pekerja",qPuDTJhWJxM
@AzharFauzie,2025-06-11T01:17:56Z,2025-06-11T01:17:56Z,0,"Gilaa Swasta cuma 12 hari cutinya. Kalau PNS ga ada hitung2an cuti begitu, BUMN cuti bisa 28 hari, mati aja swasta.",qPuDTJhWJxM
@mirakelhamid3967,2025-06-11T00:54:12Z,2025-06-11T00:54:12Z,0,Piknik hanya utk golongan the have aja... Yg jumlahnya nggak sampe 1 ℅... Kita piknik di rumah aja...,qPuDTJhWJxM
@martinh619,2025-06-11T00:48:59Z,2025-06-11T00:48:59Z,0,Para pemalas,qPuDTJhWJxM
@luvangel8149,2025-06-11T00:44:01Z,2025-06-11T00:44:01Z,0,Bener judulnya. Bukan liburnya yg dikurangin tp duitnya dong pak ditambahin,qPuDTJhWJxM
@Boyg608,2025-06-11T00:16:38Z,2025-06-11T00:16:38Z,0,"Pns libur tetep bayaran lah swasta mau bayar pake apa, wong dia kerja baru dapat duit, pns enak dijamin negara, swasta cari uang sendiri bos, gk ada yg beli gk bayaran bos, cuti jg gitu, klo swasta cuti bersama itu pasti motong cuti pribadi, padahal saat kita cuti bersama saya aja gk merasa perlu utk cuti ngapain juga, padahal kebutuhan utk libur bukan pada saat cuti bersama jadi memang tdk ada manfaatnya bagi selaku karyawan swasta",qPuDTJhWJxM
@bocahingusan1028,2025-06-10T23:41:52Z,2025-06-10T23:41:52Z,0,Ekonomi sulit kok libur terus,qPuDTJhWJxM
@NuriYanti-w8z,2025-06-10T23:40:31Z,2025-06-10T23:40:31Z,0,"Dulu waktu masi krj cutiku cmn digunakan utk kbthan mendesak, misalkan anak sakit, mengurus surat², dan hari raya Idul Fitri. Sayang cuti trs tp g digunakan maksimal, mana ada potongan tunjangan harian pula",qPuDTJhWJxM
@Jocelyn-075,2025-06-10T23:39:59Z,2025-06-10T23:39:59Z,0,"Negara paling banyak liburnya, PNS gabut karena kebanyakan libur",qPuDTJhWJxM
@jasie09,2025-06-10T23:38:26Z,2025-06-10T23:38:26Z,0,"Nguntungin yg punya tol sama whooss 😅 sengaja dibanyakin liburnya, masa nga ngerti 😁",qPuDTJhWJxM
@NonaKakak,2025-06-10T22:06:49Z,2025-06-10T22:06:49Z,0,"Jika memasukkan anak ke sekolah negeri, imbangi dengan pendidikan informal di luar sana. Kebapa, karena guru2 negeri pada muales tak berdedikasi. Rugi waktu anak2 hanya goleran atau diberi tugas doank di kelas.",qPuDTJhWJxM
@NonaKakak,2025-06-10T22:04:10Z,2025-06-10T22:04:52Z,0,"Pegawai negeri pemalas. Rugi bayar pajak negara dikit2 pelayanan publik libur.
Pemalas tuh PNS atau ASN. Maaf kalau saya sangat jujur begini.",qPuDTJhWJxM
@fabernapitupulu8214,2025-06-10T21:54:40Z,2025-06-10T21:54:40Z,0,Ini utk OMON omon saja. Permasalahan  sudah saling terkait bukan libur saja. ....tapi mari libur saja....tidur kompak dirumah saja.,qPuDTJhWJxM
@fabernapitupulu8214,2025-06-10T21:49:43Z,2025-06-10T21:49:43Z,0,Kita semua libur senang...mau nya libur dan libur.  Negara lain maunya kerja. Sudah salah Kaprah.,qPuDTJhWJxM
@herebutnothere29,2025-06-10T21:24:09Z,2025-06-10T21:24:23Z,0,"Saya setuju bgt sm bpknya, saya sbg pedagang di era ini bener2 kerasa bgt efek dari libur panjang..uda libur panjang lesu pasaran gara2 anggaran di potong. Ekonomi indonesia lesu tidak seperti yg dikatakan para pejabat negara. Mereka tidak melihat realita yg ada.",qPuDTJhWJxM
@oranggilawaras1035,2025-06-10T17:55:50Z,2025-06-10T17:55:50Z,0,"Tapi saya liat juga narasumber agak tendensius ke kepentingan pengusaha, karena yang lebih banyak dibahaa hanya kepentingan pengusaha 😅",qPuDTJhWJxM
@deaf1501,2025-06-10T16:00:25Z,2025-06-10T16:00:25Z,0,"Kasihan yg kerjanya dibayar harian.
Banyak nganggur dirumah gak dapet uang.
Pemerintah gak peka, cuma memikirkan nafsu pribadi....

Ingat...waktu adalah kesempatan
Banyak libur, kita makin tertinggal",qPuDTJhWJxM
@citaminw,2025-06-10T14:51:53Z,2025-06-10T14:51:53Z,0,"Kebanyakan libur akhirnya  ketinggalan dengan negara tetangga, kusut",qPuDTJhWJxM
@Bisnismen90,2025-06-10T14:10:59Z,2025-06-10T14:10:59Z,0,"yg di swasta g ada kerjaan pak gara2 efisiensi seminggu masuk 2x doank itu pun nonton yt doank di kantor,,untung saya punya usaha lain buat backup",qPuDTJhWJxM
@farughpasker2556,2025-06-10T13:31:07Z,2025-06-10T13:31:07Z,0,"Libur doang tapi gak punya Duit, rakyat cuma plonga-plongo gak bisa ngapa-ngapain pas libur, akhirnya cuma bisa nambah anak 😂",qPuDTJhWJxM
@theresiaclaudia4071,2025-06-10T12:22:15Z,2025-06-10T12:22:15Z,0,Saya setuju libur  panjang tapi tidak punya daya beli masyarakat itu percuma,qPuDTJhWJxM
@hermanguardiola2285,2025-06-10T12:05:47Z,2025-06-10T12:05:47Z,0,"Libur hanya untuk pns dan pejabat, selain itu mah pusing.",qPuDTJhWJxM
@muslihatkosasih4620,2025-06-10T11:47:56Z,2025-06-10T11:47:56Z,0,Yg merusak itu cuti bersama...harap di hapus....,qPuDTJhWJxM
@HobimancingMancing,2025-06-10T11:31:56Z,2025-06-10T11:31:56Z,0,Banyak libur kantong kosong apa enaknya 😂 tapi enak bisa nambah anak kan kita suka 😂,qPuDTJhWJxM
@mr.rojerrojer5496,2025-06-10T11:07:42Z,2025-06-10T11:07:42Z,0,"long weekend pertama jalanan macet, tmp wisata penuh, long weekend kedua, tmp wisata dan resto  sepi , jalanan lancar. itu terjadi kmarin di Bogor..",qPuDTJhWJxM
@jiyuch2840,2025-06-10T10:36:06Z,2025-06-10T10:36:06Z,0,"setuju 
termasuk asn gak usah ada cuti bersama, kalo bisa sabtu minggu masuk, diganti hari libur di hari senin atau selasa gantian saja
contoh ngurus sim stnk harus hari kerja .
lah orang juga pada kerja mesti cuti ijin dll.
mending pelayanan publik buka di hari libur tp buat yg jaga dikasi libur pengganti",qPuDTJhWJxM
@HasanMuchamad-j7g,2025-06-10T09:48:54Z,2025-06-10T09:48:54Z,0,"Bener bangeeet buat apa siiih pakai libur bersama ...ga penting banget, dan enak banget ya jd ASN cuti bersama tp ga dipotong cutinya......liburnya banyak apa bs kejar target ...maunya koq ya santai2 saja ? saya harap sih tahun depan go boleh kejadian kayak tahun sebelum2 dan tahun ini....",qPuDTJhWJxM
@nicohusnan5954,2025-06-10T08:37:15Z,2025-06-10T08:37:15Z,0,Akhirnya ada yang membahas masalah ini........,qPuDTJhWJxM
@antoncheung1970,2025-06-10T08:24:38Z,2025-06-10T08:24:38Z,0,"Sudah ekonomi sulit, ditambah beban libur cuti bersama. Bank bank tutup, kantoran juga tutup. Kegiatan bisnis semuanya terhambat. Negara yang ekonominya ngos ngosan tapi liburnya paling banyak. 
Yang enak mah PNS, taunya mereka terima gaji bulanan. Yang ngos ngosan di sektor swasta..

Kebijakan yang terjadi di jaman Presiden yang semua menterinya Sham Phaaaah. Presidennya bloon. Cuma bisa omon omon kaya yang paling hebat. Padalah tong kosong nyaring bunyinya. Sejaak dipimpin dia, negeri ini tambah rusak..!!!",qPuDTJhWJxM
@adealfathazmi,2025-06-10T07:31:01Z,2025-06-10T07:31:01Z,0,"Mending ga usah dikasih libur aja sekalian, klen kerja aja sebulan 31 hari.. dikasih libur slaah, gak dikasih libur sslah.. konoha konoha",qPuDTJhWJxM
@Wadongtv,2025-06-10T07:26:37Z,2025-06-10T07:26:37Z,0,"Libur mulu nih negara,negara pemalas",qPuDTJhWJxM
@AndiTrisna-bp6bz,2025-06-10T06:51:34Z,2025-06-10T06:51:34Z,0,Negara Konoha payah,qPuDTJhWJxM
@backdoorlist9598,2025-06-10T06:05:53Z,2025-06-10T06:05:53Z,0,"Ini negara aneh, produktifitas kita kita paling rendah diantara negara2 asia timur dan paling miskin tapi kok pemerintahnya suka berleha2, katanya mau pertumbuhan 8 %, itu namanya panjang angan2, negara kaya raya pun ngak sebanyak kita liburan nya, ini hanya kemauan pejabat2 negara saja, liburan2, akhirnya buat spj2, atau uang hasil korps bawa bersenang, kita2 yg berwiraswasta yg menghidupkan ekonomi negara pontang panting, ga tau tangal merah, hijau, kuning, kelabu tetap beraktifitas, miris sekali dah negara konoha",qPuDTJhWJxM
@MaxwellFire-e3x,2025-06-10T05:49:09Z,2025-06-10T05:49:09Z,0,Kalo manusia punya skill fotosintetis sih gak masalah 😂,qPuDTJhWJxM
@jeffryirawan7732,2025-06-10T05:37:35Z,2025-06-10T05:37:35Z,0,Pemerintah skrg males2 maunya libur mulu. Saya mau perpjg SIM aja g bisa karena samsatnya ikut cuti bersama.,qPuDTJhWJxM
@Anifta-s3h,2025-06-10T05:09:40Z,2025-06-10T05:09:40Z,0,Kl karyawan swasta cuti libur bersama diambilkan dari cuti tahunan  kl asn aman,qPuDTJhWJxM
@sarong-traveller,2025-06-10T05:08:53Z,2025-06-10T05:08:53Z,0,Gimana sih tiket domestik lebih mahal kok daripada ke LN (Asia Tenggara),qPuDTJhWJxM
@GutroNtap,2025-06-10T05:02:49Z,2025-06-10T05:02:49Z,0,"yang libur cuma yang merayakan hari istimewa nya aja,, jadi klo ga merayakan ya ga libur,, bisa ga tuh??",qPuDTJhWJxM
@Efendi-tw5zl,2025-06-10T05:00:41Z,2025-06-10T05:00:41Z,0,Pembeli sekarang banyak berubah menjadi penjual.,qPuDTJhWJxM
@andrinugroho8426,2025-06-10T04:56:05Z,2025-06-10T04:56:05Z,0,"Yang tahun ini masih bisa dirubah, cuti bersama yang tidak pas waktu di hari raya keagamaan bisa dikurangi.",qPuDTJhWJxM
@indrayudhistira-bi9tf,2025-06-10T04:38:35Z,2025-06-10T04:38:35Z,0,Bacotttt,qPuDTJhWJxM
@SANKSANK1000,2025-06-10T04:33:56Z,2025-06-10T04:33:56Z,0,"Pejabat yg nentukan banyak hari libur otaknya perlu diperiksa, mungkin beratnya kurang 1 ons..",qPuDTJhWJxM
@rommydavid1866,2025-06-10T04:33:37Z,2025-06-10T04:33:37Z,0,Kebanyakan diskusi pejabat2nya sibuk korup dan jalan2 liburan,qPuDTJhWJxM
@joliverlie151,2025-06-10T04:33:10Z,2025-06-10T04:33:40Z,0,Pemerintah harus bantu pengusaha untuk membuka lapangan usaha semudah mudahnya seperti regulasi dan pajak dan diberi perlindungan dari ormas ormas yang mengganggu usaha supaya terbuka lapangan usaha sebesar besarnya sehingga bangsa kita punya penghasilan dan mengurangi pengangguran. Dan daya beli masyarakat naik dan tentu pendapatan pajak pemerintah ikut terdongkrak,qPuDTJhWJxM
@negs4ll,2025-06-10T04:17:22Z,2025-06-10T04:17:22Z,0,Negara sulit gaya hidup elite 😂😂😂,qPuDTJhWJxM
@ridwanarifin7431,2025-06-10T04:03:16Z,2025-06-10T04:03:16Z,0,"Faktor nomer 1, dalam kurun waktu 5 tahun kebelakang sektor konsumtif kita terus menurun krn perputaran uang nya lari nya ke judol. Barang dan jasa yg biasa di konsumsi masyarakat middle to low terus ke gerus sama masalah judol yg engga selesai. Di tambah kebijakan pemerintah yg cuma pro ke sebagian pengusaha, khususnya para sponsor.",qPuDTJhWJxM
@Pucuicai,2025-06-10T03:52:03Z,2025-06-10T03:52:03Z,0,"Enak pejabat pak
Gaji dan tunjangan full
Tapi ekonomi msyarakat rontok
Terus pajak jalan terus",qPuDTJhWJxM
@scistore215,2025-06-10T03:31:01Z,2025-06-10T03:31:01Z,0,"Benar banget judulnya, LIBUR TAPI NGAK ADA DUIT YA OMONG KOSONG.

INDONESIA itu Parah, Sudah banyak Negara lain mencemooh kita karena kebanyakan LIBUR, yang menunjukkan bahwa Bangsa Kita Pemalas dan TIDAK PRODUKTIF, padahal koar2 dimanapun selalu bilang Indonesia mau jadi Bangsa yang Maju, Ekonomi yg kuat, tapi bagaimana caranya kalau LIBUR Melulu ???

Jadi Visi dan Misi itu harus sejalan.

Jangan Korbankan Ekonomi dan Usaha dari Rakyat yg Rajin hanya untuk memuaskan gairah Libur dari PEJABAT YG MALAS !",qPuDTJhWJxM
@erwinkurniawan2815,2025-06-10T02:15:21Z,2025-06-10T02:15:21Z,0,"Cepatlah dipotong itu libur2 yang tidak efisien..
Total 12 hari samakan dengan negara maju..
Pilih yang benar2 sesuai pancasila..",qPuDTJhWJxM
@ParhiteanArivaluta,2025-06-10T02:15:19Z,2025-06-10T02:15:19Z,0,Kebanyakan  libur belum sabtu minggu entah apa maunya,qPuDTJhWJxM
@Galaxy-void-777,2025-06-10T02:14:40Z,2025-06-10T02:14:40Z,0,Cuti bersama mesti dikurangi ya..liburnya pas tg merah aja.Kebanyakan cuti bersama tdk bagus.Bawaaannya jd males..,qPuDTJhWJxM
@renywidiyarti6316,2025-06-10T02:00:45Z,2025-06-10T02:00:45Z,0,Benar banget kebanyakan libur.. malah kami yg jualan ini gak dapat uang😢😢,qPuDTJhWJxM
@deddyharyadi8913,2025-06-10T01:48:02Z,2025-06-10T01:48:02Z,0,"Libur panjang hanya untuk PNS, dan BUMN, kalau pegawai swasta, mah, paling momong anak di rumah, momong anak juga harus ada duit buat jajan anak, pucing....",qPuDTJhWJxM
@arinwidodo,2025-06-10T01:46:42Z,2025-06-10T01:46:42Z,0,Daya beli masyarakat menengah kebawah sangat turun. Klau menengah keatas ASN pegawai negeri liburan keluar daerah. Mereka tdk membeli produk umkm di desanya jd semakin terpuruk,qPuDTJhWJxM
@rediguswanto2349,2025-06-10T01:31:48Z,2025-06-10T01:31:48Z,0,Yang dikurangi cuti bersamanya ubtuk tangga merahnya tetap gpp soalnya buat karyawan swasta banyak tanggal merah busa jadi lembur kalau masuk kalau cuti bersma ya hanya hari biasa itungannya,qPuDTJhWJxM
@ahmadr2000,2025-06-10T01:30:25Z,2025-06-10T01:30:25Z,0,"Memang aneh kebijakan Pemerintah, cuti bersama banyak. Pajak tinggi, pajak kendaraan tinggi. Bukannya dibuat pajak rendah, sehingga spend belanja naik. Rakyat naik kelas. Ekonomi bergerak. Mesin2 produksi optimal. Ekonomi meningkat. 
Cara yg dilakukan Pemerintah .... Cara gampang. Keluarkan kebijakan pajak. Instant bulan berikutnya diharapkan naik. Ternyata 11 % tidak ada dampak.",qPuDTJhWJxM
@adipamungkas2455,2025-06-10T01:25:53Z,2025-06-10T01:25:53Z,0,Wakwak....sangat menohok.....😂😂😂,qPuDTJhWJxM
@PakbudiPakbudi-s2y,2025-06-10T01:23:06Z,2025-06-10T01:23:06Z,0,Pulau bali juaranya libur,qPuDTJhWJxM
@sigitnugroho7523,2025-06-10T01:22:57Z,2025-06-10T01:22:57Z,0,Libur bersama melanggar HAM...? Persepsi titipan siapa ini..?? 😂,qPuDTJhWJxM
@susanto8592,2025-06-10T01:03:27Z,2025-06-10T01:03:27Z,0,Senang bagi para pegawai,qPuDTJhWJxM
@fplindo6469,2025-06-10T00:58:47Z,2025-06-10T00:58:47Z,0,"Hari besarnya jumat, cuti bersamanya Senin. Kocak. Udah ada hari sabtu dan minggu ngapain juga Senin libur...",qPuDTJhWJxM
@wisnuprasetya6345,2025-06-10T00:57:34Z,2025-06-10T00:57:34Z,0,Libur nya kelamaan yg enak pns,qPuDTJhWJxM
@jultan-444,2025-06-10T00:57:21Z,2025-06-10T00:57:21Z,0,"Satu tahun ada 12 bulan, kerja 10 bulan, bayar gaji 13 bulan. Waras?",qPuDTJhWJxM
@novianwibowo9851,2025-06-10T00:55:50Z,2025-06-10T00:55:50Z,0,Ide org2 pemerintah yg malas kerja,qPuDTJhWJxM
@santypimasukses7430,2025-06-10T00:50:31Z,2025-06-10T00:50:31Z,0,"Memang negara malas, coba  swasta libur 4 hari, yang enak asn , dan alhamdulillah 100 persen ASN malas semua 😂😂😂",qPuDTJhWJxM
@henokhsempurna,2025-06-10T00:47:40Z,2025-06-10T00:47:40Z,0,Libur aja ditambah .seminggu libur 3x biat tambah mundur.sungguh ngak mikir para pejabat.yg kaya ya ke luarNegri.yg yg ngak punya uang.kemana tambah miskin bank tutup ditambah? Yg punya uang enak yg punya kridid bonyok.😂,qPuDTJhWJxM
@hancherwandoyo7124,2025-06-10T00:37:08Z,2025-06-10T00:37:08Z,0,"Banyak libur, hanya membuat karyawan makin miskin, apakah itu tujuan pemerintah kita?,",qPuDTJhWJxM
@Port_table,2025-06-10T00:32:39Z,2025-06-10T00:32:39Z,0,Ya udah sok klo mau libur..tpi asn semua level termasuk pejabat dpr mpr dll dipotong gaji n cuti tahunannya klo libur kyk gt..pasti jg crtanya bakal laen 😂,qPuDTJhWJxM
@BanyuKhalid,2025-06-10T00:31:11Z,2025-06-10T00:31:11Z,0,ASN senang.. Pegawai swasta gigit jari.. Koruptor semakin senang bisa hamburin2 uang saat liburan.. Koruptor skr bisa tenang karena dapat pengampunan dr presiden.. 😂😂😂😂😂😂,qPuDTJhWJxM
@mualifharoni7485,2025-06-10T00:29:04Z,2025-06-10T00:29:48Z,0,"Iya Om banyak libur menghasilkan pusing tujuh keliling 
 yang biasanya driver online sepi jadi tambah sepi lagi",qPuDTJhWJxM
@ahmadyani2390,2025-06-10T00:21:41Z,2025-06-10T00:21:41Z,0,"Namanya aja cuti bersama, potong cuti lah 😂",qPuDTJhWJxM
@naristamonica6574,2025-06-09T23:59:08Z,2025-06-09T23:59:08Z,0,Dr pd liburnya dibanyakin. Cutinya aja ditambah. Standarnya cuma 12 hr. Negara lain cutinya byk bs 1 bulan,qPuDTJhWJxM
@lanangstore9714,2025-06-09T23:47:35Z,2025-06-09T23:47:35Z,0,Betul saya rasakan sendiri. Klo libur kelamaan gak bisa ngapa2in karena jadi bnyk acara leluarga atau cuma mager di rumah.,qPuDTJhWJxM
@fanyjulianty970,2025-06-09T21:59:50Z,2025-06-09T21:59:50Z,0,"Kok ya lg sadar sekarang? Sebagai pengusaha dan pekerja kalo libur kelamaan sama2 pusing.  

Pengusaha:produktivitas menurun. Pdhl biaya2 usaha tetap. Dpt duit dr mana? 😂

Pekerja:libur...ndak pny uang lbh ya pusing.",qPuDTJhWJxM
@amdcity,2025-06-09T21:48:09Z,2025-06-09T21:48:09Z,1,"Indonesia paling aneh sudah produktivitas rendah liburnya panjang2, kita bandingkan di AS setau saya libur panjang itu cuma saat Thanksgiving. Hanya setahun sekali. Itupun cuma Kamis, jumat, digandeng sabtu minggu.",qPuDTJhWJxM
@jonbudi,2025-06-09T21:26:33Z,2025-06-09T21:26:33Z,0,ok,qPuDTJhWJxM
@buggattiboutique9516,2025-06-09T21:01:47Z,2025-06-09T21:01:47Z,0,Bener banget. Duit kagak ada libur jg percuma,qPuDTJhWJxM
@pendikolka8038,2025-06-09T21:00:55Z,2025-06-09T21:00:55Z,0,kebanyakan libur kejepit bulan juni ini..pasar tradisional ikut sepi jadinya...entah ide siapa ini,qPuDTJhWJxM
@chairulamri136,2025-06-09T19:19:37Z,2025-06-09T19:19:37Z,0,GAMPANG AJA MENURUT SAYA TURUNKAN SEMUA HARGA 75% TANPA TERKECUALI DAN TEKAN PRODUKSI HINGGA 50%TERUTAMA AUTOMOTIF,qPuDTJhWJxM
@SantaWilly-h6i,2025-06-09T17:51:46Z,2025-06-09T17:51:46Z,1,"Orang ga ada kerjaan mknya banyak libur, ada kerjaan jg ga di kerjakan... Bagus nya jangan libur kasih cuti 6 bln biar jerit ga usa di bayar",qPuDTJhWJxM
@NathanOen,2025-06-09T16:45:02Z,2025-06-09T16:45:02Z,0,2:22 mesti punya tokenized asset investment. Banyak libur bisa liatin hp lielat investasi kalian. Covid itu begitu kerjaan nya.. jangan dengerin orang2 kaya gini..omong doank ..,qPuDTJhWJxM
@AkuSiapa-n9c,2025-06-09T16:02:30Z,2025-06-09T16:02:30Z,1,Mencoba kreatif dengan kondisi yang ada. Wkwkwkwk,qPuDTJhWJxM
@hanrysetiawan4891,2025-06-09T15:53:31Z,2025-06-09T15:53:31Z,0,"Libur mulu.. alasan biar adil.. kasi cuti bersama, hari kejepit! Bikin mental tambah malas gak produktif.. 😅😂",qPuDTJhWJxM
@まつもと323,2025-06-09T15:48:13Z,2025-06-09T15:48:13Z,0,"Gak usah dengerin tokoh2 agama yg minta libur banyak, emangnya mereka ngasih duit kalau orang gak kerja?",qPuDTJhWJxM
@eclipse680605,2025-06-09T15:05:41Z,2025-06-09T15:05:41Z,0,"libur keagamaan, hari kemerdekaan dan lain-lain sebenarnya ngk masalah, yang jadi masalah adalah diperpanjang...",qPuDTJhWJxM
@wahyonotri,2025-06-09T14:41:59Z,2025-06-09T14:41:59Z,0,Terlalu banyak libur cuti bersama,qPuDTJhWJxM
@DediYansa-p6g,2025-06-09T14:13:39Z,2025-06-09T14:13:39Z,0,"Jgn kebanyakan libur, kami pengusaha UMKM pusing",qPuDTJhWJxM
@thereesriswan8607,2025-06-09T13:52:19Z,2025-06-09T13:52:19Z,0,Libur terbanyak ...prestasi nya kapan???,qPuDTJhWJxM
@bobbysusilo4362,2025-06-09T12:41:14Z,2025-06-09T12:41:14Z,0,Baru kali ini ada libur panjang banyak ga semangat 😂😂😂,qPuDTJhWJxM
@dokvan_Cah_Jengglik,2025-06-09T12:33:57Z,2025-06-09T12:38:16Z,0,"libur atau cuti  bersama itu hanya milik ASN dan Karyawan BUMN.... Klau di swasta itu libur cuma hari Minggu dan cuti pun tidak sertamerta disetujui.... tergantung agenda perusahaan....
Untuk meningkatkan investasi bukan libur yang dikurangi.... Tapi birokrasi yang tidak efisien dan tidak orientasi target atau hasil....korupsi dimana2....bukan libur yg diributin",qPuDTJhWJxM
@vaacho,2025-06-09T12:01:15Z,2025-06-09T12:01:15Z,0,Gak adil,qPuDTJhWJxM
@rahadanis2137,2025-06-09T11:21:11Z,2025-06-09T11:21:11Z,0,Jangan lupakan juga..banyak orang yg Periuk nasinya tergantung dari aktivitas sekolah dan perkantoran..emang bangke ini pemerentah Konoha!!,qPuDTJhWJxM
@Gen-ZBoy-b4u,2025-06-09T11:14:41Z,2025-06-09T11:14:41Z,0,Sudah saatnya cuti bersama distop. Jaman sekarang pake cuti bersama? Rugi buat karyawan dan perusahaan.,qPuDTJhWJxM
@pustaka77,2025-06-09T10:16:30Z,2025-06-09T10:16:30Z,1,"Bener bget pak, libur ngga ada uang pusing 😢",qPuDTJhWJxM
